rho,rho_u,rho_v,rho_E
1.179577,109.303947,-52.568108,260613.343750
1.183055,102.328865,-50.400520,260607.062500
1.193007,105.185905,10.691793,263037.000000
1.184909,109.664902,12.477006,260898.562500
1.190219,108.568085,4.796471,262454.593750
1.181888,113.390472,5.532261,260361.406250
1.186615,112.477737,2.570067,261727.328125
1.179776,116.143776,2.839327,260019.984375
1.183708,115.369957,1.567146,261136.765625
1.178519,117.931549,1.647709,259836.625000
1.181610,117.331848,1.013027,260707.828125
1.177757,119.094711,1.018508,259736.718750
1.180129,118.638870,0.655769,260402.390625
1.177265,119.858093,0.631874,259675.109375
1.179067,119.507309,0.408076,260178.640625
1.176914,120.360657,0.379923,259627.359375
1.178272,120.089790,0.236906,260005.468750
1.176630,120.698341,0.210801,259581.625000
1.177642,120.492599,0.114713,259862.437500
1.176367,120.936913,0.089561,259531.031250
1.177104,120.783783,0.019560,259735.390625
1.176090,121.114250,-0.007236,259470.203125
1.176613,120.998924,-0.062248,259614.421875
1.175791,121.243851,-0.087847,259397.046875
1.176152,121.150902,-0.128117,259495.187500
1.175479,121.328194,-0.145103,259314.921875
1.175725,121.248413,-0.167138,259380.375000
1.175177,121.375183,-0.170113,259231.765625
1.175348,121.307655,-0.173759,259275.734375
1.174906,121.401199,-0.163763,259155.000000
1.175024,121.349281,-0.154588,259185.140625
1.174668,121.423950,-0.138048,259087.812500
1.174751,121.387756,-0.124083,259108.859375
1.174464,121.448685,-0.106739,259030.984375
1.174526,121.422028,-0.091366,259046.921875
1.174307,121.467964,-0.072975,258987.312500
1.174370,121.442719,-0.054000,259003.375000
1.174221,121.471695,-0.030462,258962.656250
1.174300,121.444672,-0.004262,258983.671875
1.174221,121.461380,0.026496,258962.312500
1.174328,121.436966,0.059182,258991.296875
1.174312,121.449890,0.093406,258988.296875
1.174445,121.433540,0.126242,259026.000000
1.174484,121.447891,0.156565,259039.296875
1.174641,121.438850,0.182424,259085.062500
1.174727,121.452522,0.203700,259111.921875
1.174906,121.444817,0.220252,259164.406250
1.175028,121.451744,0.233393,259201.265625
1.175220,121.439796,0.244268,259257.218750
1.175363,121.438660,0.254444,259299.437500
1.175557,121.423798,0.264744,259355.218750
1.175704,121.419693,0.275515,259398.296875
1.175886,121.407951,0.286362,259450.640625
1.176025,121.407867,0.296239,259492.046875
1.176190,121.404030,0.303490,259540.218750
1.176319,121.409943,0.306943,259579.187500
1.176467,121.412277,0.305803,259623.562500
1.176588,121.419792,0.299852,259660.296875
1.176723,121.421532,0.289672,259700.671875
1.176834,121.424538,0.276492,259734.328125
1.176955,121.421097,0.261789,259769.687500
1.177050,121.417999,0.246896,259797.812500
1.177148,121.411224,0.232848,259826.093750
1.177221,121.407066,0.219762,259847.046875
1.177289,121.403282,0.207124,259866.625000
1.177330,121.404373,0.194024,259878.859375
1.177364,121.408112,0.179263,259889.218750
1.177373,121.416512,0.161946,259892.703125
1.177373,121.426628,0.141550,259893.718750
1.177348,121.438095,0.118414,259887.750000
1.177314,121.448456,0.093732,259878.843750
1.177259,121.457016,0.069043,259863.578125
1.177197,121.462555,0.046647,259845.796875
1.177118,121.465897,0.027850,259822.750000
1.177035,121.467026,0.014109,259798.218750
1.176942,121.468430,0.005458,259770.593750
1.176848,121.470726,0.001104,259743.031250
1.176749,121.475403,0.001313,259713.859375
1.176652,121.483543,0.002936,259686.125000
1.176553,121.493042,0.006555,259657.906250
1.176465,121.506065,0.009777,259632.468750
1.176378,121.517242,0.015054,259607.437500
1.176291,121.528419,0.020331,259586.906250
1.176204,121.539597,0.025608,259588.531250
1.176600,122.561775,0.000000,259692.437500
1.176600,122.561775,0.000000,259692.437500
1.177392,122.382576,-0.002115,259908.109375
1.176709,122.531128,-0.004975,259721.562500
1.177312,122.393730,-0.006603,259885.546875
1.176787,122.499313,-0.008157,259741.187500
1.177224,122.404686,-0.008618,259860.906250
1.176813,122.485184,-0.009526,259747.656250
1.177116,122.428329,-0.011845,259831.218750
1.176791,122.484573,-0.013759,259741.000000
1.176987,122.452965,-0.016685,259795.781250
1.176728,122.487015,-0.019247,259722.593750
1.176846,122.470940,-0.022416,259755.687500
1.176632,122.484886,-0.025328,259693.656250
1.176692,122.476471,-0.026991,259710.562500
1.176505,122.476974,-0.028206,259655.359375
1.176525,122.478088,-0.027313,259661.359375
1.176358,122.474121,-0.026706,259611.562500
1.176357,122.485703,-0.024357,259612.546875
1.176209,122.480476,-0.022928,259568.343750
1.176204,122.500572,-0.020408,259568.921875
1.176074,122.493652,-0.019419,259529.515625
1.176071,122.517746,-0.018038,259531.265625
1.175949,122.504692,-0.018009,259493.859375
1.175949,122.528641,-0.017510,259496.343750
1.175828,122.507927,-0.017389,259458.343750
1.175833,122.531654,-0.016554,259462.296875
1.175712,122.504761,-0.015451,259423.375000
1.175730,122.530830,-0.013603,259431.718750
1.175609,122.501038,-0.011482,259392.875000
1.175649,122.533089,-0.009134,259408.031250
1.175529,122.502960,-0.007085,259369.468750
1.175588,122.542435,-0.005510,259391.171875
1.175463,122.510170,-0.004504,259350.593750
1.175536,122.554955,-0.004226,259376.953125
1.175400,122.515747,-0.004435,259332.625000
1.175488,122.562241,-0.004586,259363.171875
1.175343,122.511536,-0.004715,259315.281250
1.175450,122.559074,-0.004055,259351.921875
1.175303,122.497864,-0.002776,259301.859375
1.175436,122.550751,-0.000398,259346.984375
1.175286,122.483269,0.002280,259295.218750
1.175448,122.547096,0.005620,259350.000000
1.175291,122.475304,0.008387,259295.921875
1.175486,122.550430,0.011284,259361.640625
1.175325,122.470184,0.012955,259305.500000
1.175563,122.550903,0.014617,259384.328125
1.175400,122.454399,0.014749,259326.312500
1.175687,122.535454,0.015838,259419.328125
1.175519,122.419022,0.015512,259357.593750
1.175850,122.501976,0.017239,259464.156250
1.175663,122.369743,0.017340,259394.937500
1.176029,122.460732,0.020386,259513.171875
1.175812,122.318123,0.020584,259433.984375
1.176219,122.419464,0.024381,259565.390625
1.175978,122.265884,0.023036,259477.515625
1.176445,122.370667,0.026295,259626.812500
1.176191,122.198936,0.021426,259533.312500
1.176734,122.293144,0.023697,259704.468750
1.176472,122.096672,0.013826,259605.484375
1.177094,122.166039,0.016140,259798.328125
1.176817,121.945869,0.000319,259691.359375
1.177513,121.976189,0.004616,259903.625000
1.177215,121.740990,-0.019427,259787.281250
1.177988,121.710632,-0.011493,260018.281250
1.177681,121.473511,-0.049104,259895.734375
1.178540,121.342331,-0.035714,260146.328125
1.178251,121.118805,-0.096517,260024.671875
1.179204,120.815796,-0.075309,260293.343750
1.178974,120.628654,-0.174334,260182.796875
1.180016,120.039421,-0.140966,260463.343750
1.179925,119.924301,-0.300093,260382.234375
1.181042,118.869408,-0.253082,260664.921875
1.181256,118.872353,-0.503567,260649.781250
1.182411,117.073982,-0.470077,260921.125000
1.183269,117.203110,-0.845676,261042.609375
1.184362,114.248810,-0.996127,261281.859375
1.186627,114.241096,-1.471619,261677.906250
1.187359,109.645004,-2.627593,261854.437500
1.192799,107.954292,-2.854028,262788.437500
1.192295,102.002647,-8.507403,262895.281250
1.204036,92.248535,-7.796826,264591.062500
1.198812,87.752258,38.283398,264503.437500
1.176131,110.981964,49.646450,259292.687500
1.181547,112.055824,43.361511,261140.828125
1.165092,124.047310,47.323734,257319.031250
1.167274,126.561813,44.932545,258354.156250
1.154183,134.906799,45.913799,255325.468750
1.154668,138.070068,44.022465,255903.921875
1.143518,144.663193,43.414040,253350.796875
1.143025,148.046982,41.197334,253645.906250
1.133353,153.455185,39.428154,251452.250000
1.132363,156.745880,36.662243,251580.281250
1.124061,161.136459,33.948730,249707.203125
1.122975,164.086914,30.596495,249761.531250
1.116039,167.492691,27.116304,248191.765625
1.115180,169.907547,23.233713,248244.406250
1.109658,172.308624,19.165777,246974.453125
1.109376,174.021408,14.866158,247104.796875
1.105385,175.376053,10.403732,246150.890625
1.105975,176.265060,5.844720,246426.031250
1.103507,176.561905,1.196390,245776.390625
1.105072,176.571014,-3.436213,246218.218750
1.104044,175.828415,-8.055360,245847.328125
1.106688,174.931839,-12.563626,246482.671875
1.107049,173.185715,-16.944653,246379.875000
1.110790,171.401871,-21.134676,247219.734375
1.112367,168.735596,-25.089178,247349.031250
1.117098,166.124878,-28.784174,248378.109375
1.119709,162.650421,-32.156246,248703.937500
1.125291,159.287247,-35.207417,249902.328125
1.128722,155.142349,-37.882824,250383.078125
1.134904,151.112839,-40.173504,251705.062500
1.138926,146.449707,-42.088039,252291.500000
1.145442,141.798767,-43.540668,253688.906250
1.150007,136.714310,-44.652550,254365.765625
1.156633,131.369125,-45.270428,255807.140625
1.162017,125.746010,-45.423630,256607.984375
1.168451,119.422951,-45.643673,258071.437500
1.175741,112.230614,-43.798634,259118.671875
1.181522,104.132568,-46.755344,260675.859375
1.194056,89.245033,-37.807011,262227.250000
1.203627,82.775848,12.033809,265080.625000
1.185238,104.102043,10.277485,260655.140625
1.194511,99.968315,3.449461,263241.812500
1.181338,110.400421,3.932807,260073.375000
1.187965,108.375359,1.497712,261917.687500
1.179344,113.853447,1.760495,259808.750000
1.184043,112.740990,0.821436,261121.234375
1.178207,115.958878,0.910526,259673.078125
1.181619,115.273514,0.496318,260628.671875
1.177515,117.323074,0.517352,259599.718750
1.180038,116.861298,0.307382,260305.890625
1.177069,118.231590,0.304528,259554.218750
1.178947,117.899841,0.187418,260079.062500
1.176746,118.848480,0.179195,259516.796875
1.178145,118.607849,0.110067,259906.828125
1.176477,119.287506,0.101287,259477.687500
1.177508,119.116844,0.057571,259765.171875
1.176214,119.618347,0.048431,259430.359375
1.176957,119.499649,0.018207,259637.671875
1.175926,119.875679,0.008175,259369.140625
1.176445,119.790047,-0.014442,259513.250000
1.175606,120.069916,-0.023864,259291.812500
1.175957,120.001030,-0.039832,259387.625000
1.175266,120.206055,-0.045847,259202.625000
1.175498,120.148010,-0.054281,259264.453125
1.174931,120.299957,-0.055178,259110.828125
1.175085,120.254715,-0.056696,259150.875000
1.174625,120.373817,-0.053130,259025.562500
1.174727,120.345314,-0.050264,259051.953125
1.174354,120.444710,-0.044666,258950.640625
1.174420,120.430290,-0.040248,258968.328125
1.174120,120.512184,-0.034567,258887.156250
1.174169,120.502960,-0.029704,258900.359375
1.173939,120.564751,-0.023617,258838.125000
1.173994,120.552773,-0.017202,258852.421875
1.173840,120.594437,-0.008988,258810.406250
1.173917,120.579208,0.000232,258830.921875
1.173839,120.608719,0.011097,258809.968750
1.173948,120.597580,0.022606,258840.296875
1.173937,120.625099,0.034594,258839.437500
1.174077,120.623650,0.046000,258880.031250
1.174125,120.652870,0.056329,258896.765625
1.174293,120.657776,0.065045,258946.515625
1.174391,120.683685,0.072090,258977.468750
1.174583,120.686317,0.077566,259034.359375
1.174718,120.701767,0.081960,259075.781250
1.174927,120.697128,0.085653,259136.531250
1.175086,120.702774,0.089300,259183.640625
1.175296,120.694855,0.093054,259244.453125
1.175461,120.698891,0.097082,259292.828125
1.175659,120.696396,0.101047,259350.609375
1.175815,120.706696,0.104573,259397.406250
1.175995,120.713905,0.107173,259451.031250
1.176141,120.730972,0.108249,259495.453125
1.176305,120.743523,0.107675,259545.187500
1.176441,120.760048,0.105466,259587.109375
1.176592,120.769096,0.101737,259632.625000
1.176719,120.777802,0.097156,259670.968750
1.176855,120.779114,0.092114,259711.046875
1.176967,120.780609,0.087100,259743.828125
1.177079,120.778717,0.082513,259776.640625
1.177166,120.780434,0.078258,259801.953125
1.177247,120.783791,0.074127,259825.781250
1.177299,120.793129,0.069603,259841.875000
1.177342,120.805992,0.064430,259855.718750
1.177359,120.823334,0.058325,259862.125000
1.177366,120.841583,0.051013,259865.484375
1.177345,120.859955,0.042684,259861.015625
1.177313,120.875954,0.033906,259852.828125
1.177257,120.888847,0.025180,259837.375000
1.177191,120.898056,0.017314,259818.640625
1.177107,120.905113,0.010765,259794.109375
1.177017,120.910690,0.006178,259767.687500
1.176914,120.917564,0.003304,259737.687500
1.176811,120.926483,0.001880,259707.656250
1.176702,120.938972,0.001901,259675.671875
1.176593,120.955330,0.002321,259645.187500
1.176482,120.972733,0.003437,259614.062500
1.176384,120.993248,0.004324,259586.031250
1.176287,121.009575,0.005979,259558.171875
1.176189,121.025902,0.007634,259535.640625
1.176092,121.042229,0.009290,259537.843750
1.176600,122.561775,0.000000,259692.437500
1.176600,122.561775,0.000000,259692.437500
1.177392,122.382576,0.002115,259908.109375
1.176709,122.531128,0.004975,259721.562500
1.177312,122.393730,0.006603,259885.546875
1.176787,122.499313,0.008157,259741.187500
1.177224,122.404694,0.008618,259860.906250
1.176813,122.485184,0.009526,259747.656250
1.177116,122.428329,0.011845,259831.218750
1.176791,122.484573,0.013759,259741.000000
1.176987,122.452965,0.016685,259795.781250
1.176728,122.487022,0.019247,259722.593750
1.176846,122.470940,0.022416,259755.687500
1.176632,122.484886,0.025328,259693.656250
1.176692,122.476471,0.026991,259710.562500
1.176505,122.476974,0.028206,259655.359375
1.176525,122.478088,0.027313,259661.359375
1.176358,122.474121,0.026706,259611.562500
1.176357,122.485703,0.024357,259612.546875
1.176209,122.480476,0.022928,259568.343750
1.176204,122.500572,0.020408,259568.921875
1.176074,122.493652,0.019419,259529.515625
1.176071,122.517746,0.018038,259531.265625
1.175949,122.504692,0.018009,259493.859375
1.175949,122.528641,0.017510,259496.343750
1.175828,122.507927,0.017389,259458.343750
1.175833,122.531654,0.016554,259462.296875
1.175712,122.504761,0.015451,259423.375000
1.175730,122.530830,0.013603,259431.718750
1.175609,122.501045,0.011482,259392.875000
1.175649,122.533081,0.009134,259408.031250
1.175529,122.502960,0.007085,259369.468750
1.175588,122.542435,0.005510,259391.171875
1.175463,122.510178,0.004504,259350.593750
1.175536,122.554955,0.004226,259376.953125
1.175400,122.515747,0.004435,259332.625000
1.175488,122.562241,0.004586,259363.171875
1.175343,122.511536,0.004715,259315.281250
1.175450,122.559074,0.004055,259351.921875
1.175303,122.497856,0.002776,259301.859375
1.175436,122.550751,0.000398,259346.984375
1.175286,122.483269,-0.002280,259295.218750
1.175448,122.547089,-0.005620,259350.000000
1.175291,122.475304,-0.008387,259295.921875
1.175486,122.550430,-0.011284,259361.640625
1.175325,122.470184,-0.012955,259305.500000
1.175563,122.550903,-0.014617,259384.328125
1.175400,122.454399,-0.014749,259326.312500
1.175687,122.535454,-0.015838,259419.328125
1.175519,122.419022,-0.015512,259357.593750
1.175850,122.501976,-0.017239,259464.156250
1.175663,122.369743,-0.017340,259394.937500
1.176029,122.460732,-0.020386,259513.171875
1.175812,122.318115,-0.020584,259433.984375
1.176219,122.419464,-0.024381,259565.390625
1.175978,122.265877,-0.023036,259477.515625
1.176445,122.370659,-0.026295,259626.812500
1.176191,122.198936,-0.021426,259533.312500
1.176734,122.293144,-0.023697,259704.468750
1.176472,122.096672,-0.013826,259605.484375
1.177094,122.166039,-0.016140,259798.328125
1.176817,121.945869,-0.000319,259691.359375
1.177513,121.976189,-0.004616,259903.625000
1.177215,121.740990,0.019427,259787.281250
1.177988,121.710632,0.011493,260018.281250
1.177681,121.473511,0.049104,259895.734375
1.178540,121.342331,0.035714,260146.328125
1.178251,121.118805,0.096517,260024.671875
1.179204,120.815804,0.075309,260293.343750
1.178974,120.628654,0.174334,260182.796875
1.180016,120.039421,0.140966,260463.343750
1.179925,119.924301,0.300093,260382.234375
1.181042,118.869408,0.253082,260664.921875
1.181256,118.872353,0.503567,260649.781250
1.182411,117.073975,0.470077,260921.125000
1.183269,117.203110,0.845676,261042.609375
1.184362,114.248810,0.996127,261281.859375
1.186627,114.241096,1.471619,261677.906250
1.187359,109.645004,2.627593,261854.437500
1.192799,107.954292,2.854028,262788.437500
1.192295,102.002647,8.507403,262895.281250
1.204036,92.248535,7.796826,264591.062500
1.198812,91.263947,28.930414,264503.437500
1.176131,116.620407,34.372173,259292.687500
1.181547,113.930428,38.165218,261140.828125
1.165092,126.485550,40.356853,257319.031250
1.167274,127.934235,40.861450,258354.156250
1.154183,136.318771,41.534519,255325.468750
1.154668,139.054169,40.807583,255903.921875
1.143518,145.567459,40.278187,253350.796875
1.143025,148.710068,38.735527,253645.906250
1.133353,154.009888,37.202473,251452.250000
1.132363,157.137344,34.946327,251580.281250
1.124061,161.422882,32.559635,249707.203125
1.122975,164.259109,29.658083,249761.531250
1.116039,167.581299,26.563162,248191.765625
1.115180,169.924667,23.108196,248244.406250
1.109658,172.275528,19.460960,246974.453125
1.109376,173.959473,15.574236,247104.796875
1.105385,175.304520,11.546649,246150.890625
1.105975,176.207397,7.381614,246426.031250
1.103507,176.537628,3.162754,245776.390625
1.105072,176.600967,-1.107669,246218.218750
1.104044,175.932297,-5.324255,245847.328125
1.106688,175.123795,-9.521202,246482.671875
1.107049,173.484756,-13.544538,246379.875000
1.110790,171.812088,-17.489342,247219.734375
1.112367,169.275635,-21.140657,247349.031250
1.117098,166.785645,-24.668779,248378.109375
1.119709,163.453110,-27.789679,248703.937500
1.125291,160.206421,-30.755375,249902.328125
1.128722,156.207993,-33.216217,250383.078125
1.134904,152.279572,-35.495502,251705.062500
1.138926,147.767136,-37.199413,252291.500000
1.145442,143.203766,-38.669895,253688.906250
1.150007,138.279190,-39.541348,254365.765625
1.156633,133.069504,-39.997097,255807.140625
1.162017,127.581642,-39.978607,256607.984375
1.168451,121.823189,-38.785252,258071.437500
1.175741,114.344894,-37.937801,259118.671875
1.181522,109.535828,-32.117859,260675.859375
1.194056,92.074471,-30.271044,262227.250000
1.203627,82.775543,-12.035918,265080.625000
1.185238,104.102043,-10.277485,260655.140625
1.194511,99.968315,-3.449461,263241.812500
1.181338,110.400421,-3.932807,260073.375000
1.187965,108.375359,-1.497712,261917.687500
1.179344,113.853447,-1.760495,259808.750000
1.184043,112.740990,-0.821435,261121.234375
1.178207,115.958878,-0.910526,259673.078125
1.181619,115.273514,-0.496318,260628.671875
1.177515,117.323074,-0.517352,259599.718750
1.180038,116.861298,-0.307382,260305.890625
1.177069,118.231590,-0.304528,259554.218750
1.178947,117.899841,-0.187418,260079.062500
1.176746,118.848480,-0.179195,259516.796875
1.178145,118.607849,-0.110067,259906.828125
1.176477,119.287506,-0.101287,259477.687500
1.177508,119.116844,-0.057571,259765.171875
1.176214,119.618347,-0.048431,259430.359375
1.176957,119.499649,-0.018207,259637.671875
1.175926,119.875679,-0.008175,259369.140625
1.176445,119.790047,0.014442,259513.250000
1.175606,120.069916,0.023864,259291.812500
1.175957,120.001030,0.039832,259387.625000
1.175266,120.206062,0.045847,259202.625000
1.175498,120.148010,0.054281,259264.453125
1.174931,120.299957,0.055178,259110.828125
1.175085,120.254715,0.056696,259150.875000
1.174625,120.373817,0.053130,259025.562500
1.174727,120.345314,0.050264,259051.953125
1.174354,120.444710,0.044666,258950.640625
1.174420,120.430290,0.040248,258968.328125
1.174120,120.512184,0.034567,258887.156250
1.174169,120.502960,0.029704,258900.359375
1.173939,120.564751,0.023617,258838.125000
1.173994,120.552773,0.017202,258852.421875
1.173840,120.594437,0.008988,258810.406250
1.173917,120.579208,-0.000232,258830.921875
1.173839,120.608719,-0.011097,258809.968750
1.173948,120.597580,-0.022606,258840.296875
1.173937,120.625099,-0.034594,258839.437500
1.174077,120.623657,-0.046000,258880.031250
1.174125,120.652870,-0.056329,258896.765625
1.174293,120.657776,-0.065045,258946.515625
1.174391,120.683685,-0.072090,258977.468750
1.174583,120.686317,-0.077566,259034.359375
1.174718,120.701767,-0.081960,259075.781250
1.174927,120.697128,-0.085653,259136.531250
1.175086,120.702774,-0.089300,259183.640625
1.175296,120.694855,-0.093054,259244.453125
1.175461,120.698891,-0.097082,259292.828125
1.175659,120.696396,-0.101047,259350.609375
1.175815,120.706696,-0.104573,259397.406250
1.175995,120.713905,-0.107173,259451.031250
1.176141,120.730972,-0.108249,259495.453125
1.176305,120.743523,-0.107675,259545.187500
1.176441,120.760048,-0.105466,259587.109375
1.176592,120.769096,-0.101737,259632.625000
1.176719,120.777794,-0.097156,259670.968750
1.176855,120.779114,-0.092114,259711.046875
1.176967,120.780609,-0.087100,259743.828125
1.177079,120.778717,-0.082513,259776.640625
1.177166,120.780434,-0.078258,259801.953125
1.177247,120.783791,-0.074127,259825.781250
1.177299,120.793137,-0.069603,259841.875000
1.177342,120.805984,-0.064430,259855.718750
1.177359,120.823334,-0.058325,259862.125000
1.177366,120.841583,-0.051013,259865.484375
1.177345,120.859955,-0.042684,259861.015625
1.177313,120.875954,-0.033906,259852.828125
1.177257,120.888847,-0.025180,259837.375000
1.177191,120.898056,-0.017314,259818.640625
1.177107,120.905106,-0.010765,259794.109375
1.177017,120.910690,-0.006178,259767.687500
1.176914,120.917572,-0.003304,259737.687500
1.176811,120.926483,-0.001880,259707.656250
1.176702,120.938965,-0.001901,259675.671875
1.176593,120.955338,-0.002321,259645.187500
1.176482,120.972733,-0.003437,259614.062500
1.176384,120.993248,-0.004324,259586.031250
1.176287,121.009575,-0.005979,259558.171875
1.176189,121.025902,-0.007634,259535.640625
1.176092,121.042229,-0.009290,259537.843750
1.176600,122.561775,0.000000,259692.437500
1.176600,122.561775,0.000000,259692.437500
1.177371,122.384216,0.007491,259902.296875
1.176693,122.532661,0.014717,259716.859375
1.177290,122.395439,0.020249,259879.203125
1.176762,122.501816,0.023993,259733.890625
1.177201,122.407005,0.025528,259854.015625
1.176787,122.487671,0.027570,259739.890625
1.177092,122.430527,0.034200,259824.375000
1.176768,122.486557,0.039658,259734.406250
1.176968,122.455116,0.048086,259790.156250
1.176713,122.488777,0.055516,259718.328125
1.176835,122.472763,0.064575,259752.531250
1.176626,122.486351,0.073342,259692.250000
1.176690,122.478065,0.078288,259710.390625
1.176510,122.478447,0.082022,259657.125000
1.176535,122.479408,0.079382,259664.484375
1.176373,122.475349,0.077854,259616.359375
1.176377,122.486786,0.071011,259618.609375
1.176234,122.481445,0.067040,259575.687500
1.176232,122.501091,0.059732,259577.203125
1.176103,122.494095,0.056993,259538.468750
1.176103,122.517952,0.053270,259540.859375
1.175982,122.505043,0.053393,259503.578125
1.175982,122.528877,0.052159,259506.187500
1.175860,122.508385,0.052008,259467.953125
1.175865,122.532280,0.049679,259471.734375
1.175741,122.505653,0.046660,259432.281250
1.175758,122.531807,0.041452,259440.156250
1.175635,122.502182,0.035091,259400.796875
1.175674,122.534164,0.028126,259415.546875
1.175553,122.503990,0.021779,259376.593750
1.175611,122.543259,0.016927,259398.046875
1.175485,122.510887,0.013986,259357.343750
1.175558,122.555565,0.012780,259383.625000
1.175423,122.516075,0.013106,259339.437500
1.175511,122.562584,0.013536,259370.265625
1.175369,122.511871,0.013602,259322.765625
