residuals
584.999573
582.754578
564.455811
527.928711
657.859558
808.280823
858.680908
829.311523
809.153809
807.948425
833.128906
813.467468
764.727783
703.983887
654.840942
627.625183
643.477722
676.221985
694.015076
692.265320
661.351013
620.306213
596.766052
625.165833
651.829712
663.677490
653.007935
636.492249
618.953918
604.697021
602.967102
595.745544
575.640747
553.975342
530.016541
513.809570
512.187561
524.102722
543.382385
561.805542
573.815735
573.547852
565.778748
552.701050
538.115112
521.822388
501.321106
482.102203
468.904755
465.937805
464.779358
463.591156
455.094910
443.573578
439.009430
438.787048
441.184906
448.061310
450.485229
452.444214
453.352478
449.299042
443.074463
442.302185
436.608612
427.460449
421.779236
421.133728
422.135376
420.882904
418.124756
415.158203
411.271912
402.615753
393.273895
385.176666
378.601898
371.619812
368.296173
368.680817
369.891113
373.334869
376.898926
380.092163
381.008179
377.743652
369.704681
362.268890
354.908325
351.088379
353.448578
355.119476
355.578461
353.387085
353.984039
353.753784
352.130219
349.021820
345.869049
344.062256
343.702942
345.046814
346.631348
347.084198
347.983429
348.982391
351.094727
353.096832
354.121735
356.559540
358.043884
357.993561
358.142517
358.407867
361.221161
365.397369
369.247162
372.264008
373.598969
374.503448
376.139832
375.700165
371.910583
367.849426
364.629822
361.585999
360.815338
358.859314
355.752747
352.530762
346.592285
340.336060
335.067444
329.074188
322.960785
317.264984
314.587494
313.851624
314.254913
315.220215
317.607544
319.356018
319.592377
318.870392
317.681763
318.332520
319.754578
323.003082
327.377502
330.954285
334.273926
337.022430
339.462677
340.686523
339.802368
337.314514
334.222595
330.373901
325.746765
322.848846
319.855194
316.495148
313.906525
311.738129
309.814301
307.810028
306.834442
306.842468
305.462585
302.589600
299.155975
295.314789
291.930176
289.907715
288.553284
287.143280
287.133087
287.484222
286.876587
285.461792
283.018066
279.613495
277.136658
275.306244
274.083649
273.703613
273.995728
274.174164
273.840057
272.889984
270.857910
268.454041
264.763245
260.955536
259.274414
259.345367
259.524872
260.681885
263.862000
267.739899
272.163971
276.633698
281.028168
285.187286
288.908356
292.899231
296.941254
299.787750
301.924133
303.336273
304.204437
304.042145
302.681610
299.742065
295.939026
292.079437
288.060730
285.759888
284.327728
282.758301
281.177002
280.232361
279.556854
279.106018
278.238068
278.567566
279.277832
280.280762
280.873749
281.006073
280.721252
280.204681
279.608337
278.754547
278.254028
277.276947
275.942566
274.757294
273.948273
273.072449
271.846802
270.953613
269.909332
268.703247
268.843140
269.019135
269.782349
270.566986
271.592010
273.755676
277.179413
281.803650
286.486694
290.043365
292.725037
295.496643
297.977325
301.377716
306.173706
311.230560
317.867310
325.872711
334.291779
343.754608
353.557648
362.972412
372.154907
382.142914
393.166260
404.619049
416.181824
427.662048
439.573822
452.206543
465.128693
477.626892
489.628662
501.043457
512.042297
522.859863
533.295776
543.657104
553.323242
562.644714
571.388000
579.433289
586.894592
593.722412
600.077209
605.803955
610.924683
615.264221
618.682617
621.845642
624.410400
626.581299
628.314026
629.612854
630.273682
630.315735
629.632080
628.087952
625.922852
623.340332
620.291992
617.245911
614.598328
612.472778
612.274780
616.086670
622.491211
631.150452
641.060730
652.062866
664.160156
677.154663
690.632690
704.296631
719.530029
736.314026
754.724060
774.293823
794.843933
815.972412
836.418640
