rho,rho_u,rho_v,rho_E
1.152808,195.018188,-1.291187,269805.218750
1.151731,195.137299,-1.087731,269840.593750
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.178842,209.304001,-0.076328,273744.625000
1.175685,204.567871,0.073235,270659.156250
1.179472,209.090637,-0.089345,274093.250000
1.175071,204.914001,0.092623,270323.937500
1.179832,208.768906,-0.093388,274383.906250
1.174779,205.322601,0.093704,270058.250000
1.179906,208.360809,-0.086037,274617.843750
1.174750,205.803513,0.080960,269847.718750
1.179731,207.862976,-0.057670,274804.968750
1.174968,206.348755,0.051243,269687.250000
1.179350,207.265305,0.015359,274955.843750
1.175513,206.906326,0.000478,269590.562500
1.178827,206.540939,0.204812,275087.062500
1.176795,207.275467,-0.063400,269627.968750
1.178332,205.589844,0.778452,275247.000000
1.180543,206.688004,-0.064385,270094.156250
1.178409,204.012650,2.919653,275615.312500
1.193551,201.968842,0.396344,272075.500000
1.181612,200.298019,12.393353,277104.593750
1.234553,179.889694,4.292182,277726.343750
1.195882,191.540955,52.268948,281798.968750
1.015657,242.355499,55.840378,234905.015625
1.063126,255.573685,52.294201,253695.078125
0.830998,264.921173,41.292053,198510.578125
0.843035,275.872192,20.575716,205573.593750
0.702151,260.780060,2.260354,171324.421875
0.801685,263.389496,-22.954962,194339.062500
0.967987,241.635742,-33.970135,225725.015625
1.046400,229.783875,-31.067226,245398.968750
1.133104,176.496124,-30.585100,256656.062500
1.213722,146.198135,5.198979,280536.468750
1.128500,187.143295,-2.005471,256377.875000
1.190817,175.191422,8.353262,275612.750000
1.131862,191.440842,5.397487,257542.734375
1.177264,185.534836,7.831187,272916.125000
1.135501,193.093338,6.310852,258452.937500
1.170513,189.615494,6.617094,271692.281250
1.138950,193.778214,5.601059,259172.953125
1.166491,191.587936,5.379358,271057.687500
1.142038,194.113953,4.631207,259735.218750
1.163564,192.742523,4.307065,270666.875000
1.144788,194.316528,3.740109,260172.656250
1.161132,193.511932,3.427919,270395.250000
1.147284,194.466080,2.993638,260515.859375
1.158958,194.063309,2.721767,270193.281250
1.149604,194.596893,2.386308,260787.359375
1.156924,194.471909,2.156550,270037.968750
1.151800,194.731232,1.896196,261002.921875
1.154962,194.779968,1.698099,269916.687500
1.153885,194.899078,1.494643,261167.359375
1.152808,195.018188,1.291187,269805.218750
1.151731,195.137299,1.087731,269840.593750
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.178698,210.384140,-0.290883,273911.468750
1.175724,204.405823,0.225608,270627.875000
1.179401,210.314621,-0.355290,274309.718750
1.175166,204.554367,0.332629,270254.312500
1.179758,210.195023,-0.422869,274641.656250
1.174959,204.736633,0.419646,269946.187500
1.179799,210.027710,-0.498636,274919.468750
1.175046,204.967896,0.513604,269687.656250
1.179562,209.804367,-0.578752,275154.156250
1.175400,205.250946,0.628116,269470.531250
1.179076,209.514145,-0.645196,275354.125000
1.176050,205.567596,0.784984,269297.781250
1.178370,209.140717,-0.621340,275526.937500
1.177138,205.845322,1.047672,269191.531250
1.177486,208.639053,-0.191612,275683.718750
1.179048,205.902115,1.631192,269212.687500
1.176510,207.879333,2.022729,275842.656250
1.181953,205.625854,3.330706,269376.687500
1.175495,206.652130,12.142532,275983.250000
1.178172,207.864136,9.918466,268355.656250
1.170241,207.367950,54.493759,275647.656250
1.046696,242.293777,39.752392,242340.859375
1.087862,248.646042,38.799297,258696.312500
0.907210,268.011505,26.861189,215268.265625
0.937824,279.241089,7.764612,226668.156250
0.829458,274.986053,-10.555047,199879.609375
0.917360,278.822235,-37.828686,221999.500000
1.021061,254.473419,-50.159836,239479.750000
1.095993,248.803848,-52.140697,259375.812500
1.122676,222.644867,-62.717113,259393.812500
1.181127,212.527344,-23.464422,276095.375000
1.128776,214.046631,-27.502737,259656.937500
1.182058,206.698898,-14.445120,275960.562500
1.132898,210.423889,-14.887501,260086.171875
1.176955,205.341949,-10.244152,274695.187500
1.137305,208.084274,-9.775389,260693.640625
1.172392,204.716461,-7.761353,273669.000000
1.140999,206.478470,-7.154301,261183.687500
1.168793,204.258850,-6.031401,272937.250000
1.144090,205.345886,-5.494245,261558.015625
1.165841,203.909485,-4.733926,272408.906250
1.146778,204.539230,-4.306271,261849.578125
1.163291,203.652863,-3.733827,272017.031250
1.149209,203.968674,-3.407039,262083.765625
1.160995,203.467606,-2.954453,271720.250000
1.151472,203.574356,-2.709468,262274.687500
1.158859,203.330017,-2.346975,271492.375000
1.153634,203.315201,-2.161975,262432.500000
1.156823,203.218872,-1.882039,271316.906250
1.155740,203.163879,-1.727724,262563.593750
1.154658,203.108887,-1.573409,271173.968750
1.153576,203.053894,-1.419094,271180.843750
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.179028,212.006912,-0.273452,274155.093750
1.175638,204.130966,0.223624,270577.562500
1.179968,212.160477,-0.327652,274628.906250
1.174970,203.938812,0.308683,270141.812500
1.180501,212.362656,-0.371780,275025.187500
1.174641,203.716492,0.355218,269763.250000
1.180743,212.594055,-0.404448,275373.718750
1.174575,203.474899,0.384380,269421.906250
1.180756,212.848328,-0.409034,275689.968750
1.174737,203.215576,0.398816,269107.468750
1.180580,213.125961,-0.342127,275983.250000
1.175117,202.924683,0.402013,268816.656250
1.180240,213.438400,-0.075243,276259.593750
1.175756,202.561157,0.430767,268552.656250
1.179741,213.819321,0.783834,276524.500000
1.176694,202.071854,0.661720,268314.812500
1.179003,214.367569,3.413412,276774.343750
1.177046,201.833054,1.810264,267935.062500
1.177454,215.475037,10.986649,276899.125000
1.167009,206.151352,6.432933,265737.500000
1.169078,220.140747,30.370972,275917.312500
1.040493,243.441422,24.167177,241334.578125
1.087483,252.513031,26.768272,258803.953125
0.904964,264.929535,21.304491,214772.703125
0.937702,277.112366,11.918537,226464.812500
0.825361,268.829834,2.566941,198515.406250
0.903185,275.080566,-11.201624,218224.281250
0.999396,248.178726,-12.604897,233747.687500
1.073749,249.900925,-9.369208,253895.328125
1.099322,220.366592,-8.531967,253246.843750
1.172602,216.386597,7.096490,274417.875000
1.125812,215.425217,3.532072,258894.671875
1.180312,211.682907,10.110575,276103.187500
1.135236,214.676239,7.259016,260985.890625
1.177755,211.849777,9.263777,275670.312500
1.140236,214.516907,7.419549,262040.687500
1.174179,212.501923,7.674359,275046.968750
1.143885,214.334915,6.434925,262726.125000
1.170975,212.968597,6.148905,274522.500000
1.146898,214.108307,5.260695,263218.468750
1.168195,213.230438,4.865583,274106.781250
1.149513,213.868057,4.199940,263583.468750
1.165722,213.341064,3.830530,273773.812500
1.151864,213.632904,3.320051,263857.156250
1.163455,213.342010,3.008848,273501.750000
1.154040,213.412964,2.612748,264063.718750
1.161319,213.262238,2.357456,273275.718750
1.156111,213.213028,2.051342,264220.250000
1.159258,213.123581,1.833073,273084.937500
1.158136,213.034775,1.609484,264339.843750
1.157015,212.945969,1.385895,272906.000000
1.155893,212.857162,1.162306,272908.406250
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.179448,213.116653,-0.226157,274315.218750
1.175558,203.963135,0.167545,270547.031250
1.180589,213.402908,-0.274088,274840.812500
1.174787,203.567261,0.248116,270074.187500
1.181268,213.788147,-0.324260,275276.312500
1.174351,203.113617,0.310110,269655.843750
1.181655,214.229446,-0.379132,275662.906250
1.174159,202.619843,0.374870,269268.187500
1.181820,214.709244,-0.431060,276017.781250
1.174150,202.109360,0.451766,268897.125000
1.181795,215.219482,-0.449989,276346.593750
1.174217,201.633194,0.554880,268524.718750
1.181566,215.761856,-0.332020,276641.843750
1.174085,201.344925,0.724522,268107.562500
1.180998,216.377167,0.257186,276863.250000
1.172838,201.728973,1.112089,267504.781250
1.179541,217.275238,2.300806,276862.250000
1.167281,204.339996,2.299386,266203.843750
1.175192,219.370895,8.296246,276211.250000
1.145568,213.817429,5.862391,261922.531250
1.159781,226.234634,23.061146,273438.781250
1.051467,242.427002,14.635459,243764.968750
1.095749,251.631760,16.551294,260230.453125
0.936529,263.854706,10.994915,221433.109375
0.977911,275.752289,2.206463,235077.953125
0.881689,269.848602,-5.604435,210601.671875
0.958417,276.304749,-19.922661,230578.640625
1.021739,250.214310,-27.969475,239120.968750
1.094401,251.353455,-27.516106,258988.359375
1.099037,228.748657,-35.474403,254440.343750
1.158507,226.369904,-20.959385,272060.093750
1.121587,220.432266,-22.324345,258695.734375
1.172160,217.077850,-14.902982,274748.937500
1.132179,216.923981,-14.351394,260686.093750
1.173825,214.082031,-10.794938,275064.375000
1.138559,215.403702,-9.899751,261864.828125
1.172238,213.371140,-8.067130,274792.625000
1.142992,214.732971,-7.247009,262643.125000
1.169911,213.408203,-6.159021,274425.281250
1.146421,214.440002,-5.495059,263197.250000
1.167564,213.649399,-4.754100,274094.750000
1.149292,214.326996,-4.238101,263614.906250
1.165367,213.915176,-3.686995,273824.718750
1.151829,214.310211,-3.292295,263941.562500
1.163320,214.149414,-2.864321,273610.718750
1.154160,214.349640,-2.564494,264203.531250
1.161389,214.336502,-2.227793,273442.281250
1.156367,214.423645,-2.000041,264417.812500
1.159534,214.472275,-1.740833,273309.937500
1.158529,214.512985,-1.564107,264599.062500
1.157523,214.553696,-1.387381,273194.281250
1.156518,214.594406,-1.210655,273218.937500
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.179680,213.577774,-0.053217,274376.812500
1.175514,203.897186,0.047868,270534.562500
1.180928,213.912262,-0.061353,274926.125000
1.174688,203.422653,0.060190,270047.125000
1.181686,214.367722,-0.063061,275378.187500
1.174192,202.878769,0.057535,269613.187500
1.182148,214.891602,-0.056660,275779.906250
1.173931,202.283447,0.043977,269207.812500
1.182396,215.464142,-0.036523,276150.593750
1.173836,201.662582,0.017388,268815.468750
1.182458,216.078568,0.008593,276495.312500
1.173783,201.076935,-0.022945,268414.687500
1.182313,216.746216,0.102382,276805.437500
1.173440,200.711075,-0.070840,267953.375000
1.181797,217.534409,0.304393,277036.218750
1.171754,201.136185,-0.085476,267267.750000
1.180276,218.727524,0.759668,277027.562500
1.165256,204.080505,0.091793,265793.218750
1.175505,221.462311,1.807795,276332.687500
1.141779,214.310776,0.932558,261165.078125
1.159335,229.455109,4.079906,273433.250000
1.050533,242.908127,3.898891,243622.828125
1.095906,252.926392,4.778682,260252.703125
0.936802,263.453644,4.434169,221454.718750
0.977557,275.292664,4.372230,234868.515625
0.879702,268.585236,3.727639,210010.203125
0.951847,275.762054,4.387137,228894.078125
1.014494,250.410278,8.083599,237262.453125
1.086736,252.843231,9.320917,257038.250000
1.092573,230.038300,13.553741,252625.859375
1.157025,228.387024,14.049401,271515.125000
1.122040,221.683990,13.019602,258531.468750
1.173210,219.215652,12.673882,274814.218750
1.134453,218.555481,10.848821,261015.593750
1.175759,216.265396,10.150902,275357.875000
1.140977,217.280701,8.652247,262273.093750
1.174406,215.503281,7.908817,275151.093750
1.145249,216.660355,6.800828,263035.031250
1.172065,215.424118,6.138161,274784.062500
1.148505,216.298721,5.320107,263556.625000
1.169617,215.515259,4.767906,274429.843750
1.151225,216.063751,4.154270,263940.531250
1.167293,215.619034,3.707084,274129.718750
1.153627,215.906738,3.241093,264234.812500
1.165114,215.693558,2.883385,273884.718750
1.155835,215.807022,2.527851,264467.031250
1.163052,215.731857,2.242021,273686.812500
1.157932,215.750916,1.972285,264654.875000
1.161070,215.736145,1.741078,273527.468750
1.159997,215.723465,1.544115,264813.375000
1.158924,215.710785,1.347152,273385.000000
1.157851,215.698105,1.150188,273401.031250
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.179680,213.577255,0.053770,274376.687500
1.175514,203.897308,-0.047997,270534.625000
1.180929,213.911484,0.061648,274926.187500
1.174689,203.422943,-0.060529,270047.312500
1.181686,214.367142,0.063443,275378.156250
1.174192,202.878845,-0.057940,269613.250000
1.182147,214.890686,0.057083,275779.750000
1.173932,202.284103,-0.044270,269208.093750
1.182396,215.463211,0.036783,276150.500000
1.173836,201.662949,-0.017722,268815.500000
1.182457,216.077789,-0.008488,276495.000000
1.173782,201.077332,0.023211,268414.687500
1.182311,216.745087,-0.102586,276804.906250
1.173440,200.711533,0.071168,267953.593750
1.181795,217.533798,-0.305184,277035.781250
1.171755,201.136581,0.086141,267267.843750
1.180273,218.726959,-0.761700,277026.968750
1.165257,204.080536,-0.091450,265793.468750
1.175502,221.461945,-1.812253,276331.812500
1.141781,214.310593,-0.934001,261165.359375
1.159332,229.454865,-4.089428,273432.562500
1.050526,242.909149,-3.907794,243621.546875
1.095903,252.925888,-4.784725,260251.640625
0.936801,263.453094,-4.441032,221454.328125
0.977558,275.291656,-4.375699,234868.625000
0.879712,268.584351,-3.726926,210012.171875
0.951843,275.762482,-4.382678,228893.156250
1.014478,250.411270,-8.076251,237259.031250
1.086721,252.845932,-9.317679,257035.078125
1.092561,230.039276,-13.545950,252623.250000
1.157021,228.386429,-14.050618,271514.062500
1.122036,221.682617,-13.015830,258530.296875
1.173208,219.213684,-12.674931,274813.781250
1.134453,218.553680,-10.847002,261015.093750
1.175759,216.263489,-10.151217,275357.593750
1.140977,217.278900,-8.651726,262272.812500
1.174407,215.501663,-7.908900,275151.093750
1.145249,216.658875,-6.800678,263034.843750
1.172066,215.422958,-6.138078,274784.093750
1.148507,216.297699,-5.320231,263556.593750
1.169618,215.514496,-4.767683,274430.000000
1.151226,216.063156,-4.154437,263940.500000
1.167293,215.618469,-3.706887,274129.718750
1.153627,215.906082,-3.241458,264234.750000
1.165114,215.693192,-2.883164,273884.687500
1.155835,215.806595,-2.527810,264466.906250
1.163052,215.731522,-2.242226,273686.687500
1.157933,215.750656,-1.972336,264654.875000
1.161070,215.735870,-1.740848,273527.468750
1.159997,215.723282,-1.544167,264813.531250
1.158924,215.710693,-1.347486,273384.968750
1.157851,215.698105,-1.150805,273401.031250
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.179448,213.115295,0.226515,274314.843750
1.175558,203.963364,-0.167810,270547.156250
1.180589,213.401382,0.274362,274840.687500
1.174787,203.567581,-0.248415,270074.250000
1.181268,213.786606,0.324558,275276.031250
1.174351,203.114120,-0.310230,269656.000000
1.181654,214.227615,0.379334,275662.625000
1.174160,202.620224,-0.375023,269268.375000
1.181820,214.707794,0.431100,276017.656250
1.174150,202.109314,-0.451977,268897.250000
1.181794,215.218292,0.449971,276346.218750
1.174218,201.633087,-0.554737,268524.812500
1.181565,215.760834,0.331744,276641.625000
1.174085,201.343918,-0.724125,268107.562500
1.180998,216.376419,-0.257874,276863.187500
1.172840,201.727600,-1.111558,267504.843750
1.179541,217.274673,-2.302487,276862.437500
1.167283,204.337769,-2.299005,266203.906250
1.175194,219.369980,-8.300408,276211.687500
1.145573,213.814957,-5.863859,261923.031250
1.159785,226.232529,-23.071365,273440.031250
1.051459,242.427628,-14.643621,243763.140625
1.095747,251.633087,-16.555700,260230.703125
0.936518,263.855103,-11.000978,221430.765625
0.977899,275.754639,-2.209016,235075.687500
0.881660,269.849426,5.603433,210595.531250
0.958392,276.307465,19.926416,230573.640625
1.021735,250.214828,27.975954,239119.968750
1.094403,251.354370,27.520348,258989.000000
1.099036,228.749054,35.485634,254440.359375
1.158512,226.368774,20.960085,272061.406250
1.121587,220.432861,22.329006,258695.750000
1.172161,217.077454,14.902161,274749.437500
1.132178,216.924133,14.352869,260685.890625
1.173824,214.082169,10.794026,275064.625000
1.138557,215.403610,9.899686,261864.578125
1.172237,213.371414,8.066354,274792.406250
1.142990,214.732651,7.246652,262642.812500
1.169909,213.408386,6.158597,274425.125000
1.146420,214.439346,5.494730,263197.000000
1.167563,213.649277,4.753898,274094.406250
1.149292,214.326492,4.237567,263614.718750
1.165366,213.914993,3.686975,273824.656250
1.151829,214.309235,3.291857,263941.468750
1.163319,214.148743,2.864095,273610.500000
1.154160,214.348801,2.564318,264203.468750
1.161387,214.335709,2.227650,273441.843750
1.156367,214.422943,1.999821,264417.500000
1.159533,214.471451,1.740577,273309.750000
1.158528,214.512177,1.563817,264599.156250
1.157523,214.552902,1.387057,273194.125000
1.156518,214.593628,1.210297,273218.781250
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.179029,212.004715,0.273598,274154.750000
1.175639,204.131546,-0.223815,270577.718750
1.179968,212.158173,0.328139,274628.531250
1.174971,203.939194,-0.308844,270141.937500
1.180502,212.360260,0.372059,275024.812500
1.174639,203.716980,-0.355274,269763.281250
1.180743,212.591446,0.404585,275373.125000
1.174576,203.475815,-0.384581,269422.250000
1.180756,212.845642,0.409372,275689.406250
1.174737,203.216507,-0.398759,269107.875000
1.180580,213.123291,0.342267,275982.562500
1.175118,202.925690,-0.402099,268816.937500
1.180240,213.435989,0.075188,276259.000000
1.175756,202.561707,-0.430555,268553.031250
1.179740,213.817093,-0.784236,276523.656250
1.176696,202.071732,-0.661332,268315.125000
1.179000,214.366196,-3.414601,276773.437500
1.177051,201.831421,-1.810065,267935.625000
1.177450,215.474091,-10.990911,276898.031250
1.167017,206.147507,-6.434048,265738.593750
1.169075,220.138535,-30.382225,275916.937500
1.040468,243.443909,-24.176529,241329.343750
1.087473,252.513336,-26.773228,258801.671875
0.904954,264.928772,-21.310572,214770.421875
0.937697,277.111481,-11.923126,226463.140625
0.825354,268.828918,-2.568529,198513.734375
0.903150,275.082336,11.201899,218216.812500
0.999363,248.180145,12.610820,233740.453125
1.073720,249.906784,9.369954,253889.281250
1.099303,220.363968,8.540071,253242.140625
1.172602,216.381332,-7.096776,274417.781250
1.125805,215.421585,-3.528626,258892.484375
1.180310,211.677490,-10.110304,276103.031250
1.135232,214.671906,-7.257194,260984.656250
1.177754,211.845703,-9.262908,275669.968750
1.140234,214.512634,-7.418485,262039.875000
1.174177,212.498642,-7.673632,275046.625000
1.143884,214.331665,-6.434303,262725.562500
1.170973,212.965881,-6.148362,274522.156250
1.146898,214.105408,-5.260007,263218.187500
1.168194,213.228317,-4.864874,274106.562500
1.149513,213.865601,-4.199681,263583.281250
1.165721,213.339111,-3.830316,273773.562500
1.151864,213.631104,-3.319910,263857.218750
1.163454,213.340134,-3.008722,273501.437500
1.154039,213.410828,-2.612614,264063.500000
1.161317,213.260529,-2.357452,273275.343750
1.156110,213.211197,-2.051426,264219.843750
1.159257,213.121765,-1.833367,273084.656250
1.158135,213.033127,-1.609335,264339.656250
1.157013,212.944489,-1.385303,272905.750000
1.155892,212.855850,-1.161271,272908.187500
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.178699,210.382217,0.290721,273911.062500
1.175724,204.405930,-0.225727,270627.968750
1.179402,210.312714,0.355534,274309.218750
1.175166,204.554520,-0.332573,270254.437500
1.179760,210.193161,0.422753,274641.406250
1.174959,204.737000,-0.419541,269946.343750
1.179799,210.025772,0.498384,274918.843750
1.175045,204.967682,-0.513619,269687.750000
1.179563,209.802551,0.578403,275153.593750
1.175400,205.250931,-0.627775,269470.750000
1.179078,209.512894,0.644792,275353.812500
1.176051,205.567368,-0.784543,269298.062500
1.178371,209.139496,0.620965,275526.656250
1.177140,205.844574,-1.047415,269191.781250
1.177487,208.637939,0.191200,275683.531250
1.179050,205.900345,-1.631364,269212.875000
1.176511,207.878189,-2.022964,275842.875000
1.181958,205.622391,-3.331069,269377.218750
1.175497,206.650375,-12.143943,275983.875000
1.178183,207.858246,-9.918827,268357.125000
1.170245,207.365707,-54.503918,275649.156250
1.046675,242.296371,-39.758541,242335.828125
1.087858,248.650833,-38.799461,258695.656250
0.907198,268.011810,-26.864225,215265.125000
0.937811,279.242950,-7.766678,226665.515625
0.829420,274.984650,10.549047,199870.953125
0.917309,278.827271,37.827782,221988.765625
1.021037,254.478714,50.160236,239473.828125
1.095979,248.810913,52.145489,259373.093750
1.122664,222.648804,62.731281,259390.546875
1.181137,212.522232,23.465450,276096.906250
1.128776,214.044571,27.506966,259655.593750
1.182062,206.694672,14.444757,275960.906250
1.132898,210.420471,14.887628,260085.234375
1.176957,205.338699,10.243376,274694.781250
1.137307,208.080643,9.774869,260693.203125
1.172394,204.713760,7.760273,273668.593750
1.141000,206.475143,7.153389,261183.093750
1.168793,204.256256,6.030635,272936.625000
1.144091,205.342545,5.493510,261557.343750
1.165841,203.907150,4.733598,272408.375000
1.146780,204.536209,4.305906,261849.296875
1.163291,203.650391,3.733490,272016.562500
1.149210,203.965500,3.406701,262083.203125
1.160995,203.464798,2.954168,271719.500000
1.151473,203.571198,2.709241,262274.250000
1.158860,203.327194,2.346575,271491.718750
1.153634,203.312225,2.161571,262432.000000
1.156823,203.215897,1.881504,271316.375000
1.155740,203.160690,1.727646,262562.968750
1.154658,203.105484,1.573788,271173.375000
1.153575,203.050278,1.419930,271180.218750
1.176600,204.269608,0.000000,271040.687500
1.176600,204.269608,0.000000,271040.687500
1.178844,209.302811,0.076429,273744.468750
1.175684,204.568024,-0.073401,270659.093750
1.179474,209.089447,0.089407,274093.031250
1.175071,204.913879,-0.092709,270323.968750
1.179834,208.767654,0.093580,274383.656250
1.174778,205.323029,-0.093809,270058.343750
1.179906,208.359070,0.086304,274617.312500
1.174750,205.803726,-0.081298,269848.000000
1.179733,207.861664,0.057833,274804.562500
1.174967,206.349060,-0.051540,269687.437500
1.179351,207.263855,-0.014924,274955.218750
1.175511,206.906326,-0.000349,269590.468750
1.178829,206.539581,-0.204450,275086.687500
1.176795,207.275528,0.063355,269628.250000
1.178334,205.588821,-0.777990,275246.687500
1.180543,206.688339,0.064901,270094.187500
1.178408,204.012314,-2.919385,275614.468750
1.193552,201.967575,-0.394960,272076.031250
1.181609,200.299835,-12.394665,277103.531250
1.234561,179.882629,-4.289924,277727.218750
1.195874,191.549072,-52.277966,281797.375000
1.015613,242.359009,-55.847084,234895.468750
1.063112,255.575455,-52.294624,253691.484375
0.830990,264.919434,-41.293266,198508.406250
0.843044,275.869354,-20.579947,205574.875000
0.702145,260.779633,-2.266120,171323.203125
0.801620,263.389435,22.942629,194324.859375
0.967930,241.644119,33.967236,225712.718750
1.046346,229.795319,31.060852,245387.468750
1.133079,176.491669,30.591702,256648.937500
1.213724,146.175949,-5.198041,280536.968750
1.128489,187.136444,2.006526,256374.000000
1.190819,175.180649,-8.353084,275612.781250
1.131858,191.433487,-5.397356,257540.484375
1.177264,185.527084,-7.830562,272915.500000
1.135499,193.086411,-6.310362,258451.421875
1.170512,189.609070,-6.616472,271691.531250
1.138948,193.771561,-5.600492,259171.500000
1.166490,191.582184,-5.378643,271056.750000
1.142036,194.107712,-4.630587,259733.828125
1.163562,192.736877,-4.306441,270665.968750
1.144788,194.310593,-3.739594,260171.734375
1.161132,193.506546,-3.427736,270394.375000
1.147284,194.460373,-2.993393,260514.812500
1.158958,194.057968,-2.721596,270192.437500
1.149603,194.591431,-2.386160,260786.593750
1.156924,194.466782,-2.156513,270037.281250
1.151800,194.725876,-1.896153,261002.125000
1.154960,194.774719,-1.697989,269915.531250
1.153883,194.893784,-1.494406,261166.187500
1.152807,195.012848,-1.290822,269804.312500
1.151731,195.131912,-1.087239,269839.687500
1.176600,204.269608,0.000000,271040.687500
