rho,rho_u,rho_v,rho_E
1.235924,145.480087,3.476492,286860.562500
1.160935,141.480087,-4.145673,259121.718750
1.239065,141.969742,-0.753435,288333.906250
1.145338,145.345612,0.785652,256806.234375
1.248031,139.237335,-3.208933,287438.843750
1.168734,132.640625,-1.355280,260148.968750
1.266830,142.866104,1.754967,290562.687500
1.156152,145.652222,-2.563396,253214.562500
1.329709,121.376259,8.105531,303684.812500
1.170384,152.386337,-7.519249,252927.375000
1.335781,117.151207,37.653622,307096.468750
0.989284,183.248749,48.840755,207206.062500
1.323412,157.331207,39.063725,306959.031250
0.873330,218.891846,17.635485,185012.234375
1.219191,209.460022,19.271353,279978.750000
0.842595,202.732986,-12.521503,182983.703125
1.172377,213.852280,-23.501266,265004.500000
1.023393,164.756821,-36.855446,220983.140625
1.241022,162.575592,-83.796486,286045.062500
1.115886,107.890282,-54.427181,236928.187500
1.247752,126.671989,-0.666720,290935.156250
1.099187,135.938904,-3.871099,234096.968750
1.209220,154.735596,-11.388850,278516.875000
1.118425,141.173965,-11.656444,237411.234375
1.211766,152.463638,-25.894405,280280.343750
1.136107,140.816437,-16.174089,238985.296875
1.184164,155.984985,-24.350794,279505.000000
1.111558,155.922348,-12.159328,227405.265625
1.164388,166.261078,-15.856117,278433.468750
1.087340,166.664017,-24.727783,220718.218750
1.116375,165.636276,-21.011410,265693.187500
1.117029,159.906021,-25.713898,226928.125000
1.120584,160.421570,-22.150845,270893.500000
1.127215,158.496689,-19.180792,222467.312500
1.093811,161.045319,-16.090929,267284.218750
1.104839,164.473892,-17.161453,218725.718750
1.095530,164.646439,-16.084106,265989.218750
1.087556,164.698074,-16.087622,215591.375000
1.128670,168.330078,-18.701883,271727.156250
1.087126,169.032471,-4.937395,209051.625000
1.041896,169.305450,7.996750,265993.937500
1.041896,169.305450,7.996750,265993.937500
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.227488,146.453400,4.421581,281888.281250
1.128246,144.534439,-0.973685,244926.890625
1.218029,159.709518,-1.452213,283293.500000
1.153113,147.594223,-3.759414,253035.187500
1.216231,145.879456,-3.501383,280456.812500
1.177984,142.586060,3.288960,259130.453125
1.235545,154.881424,-1.219956,285324.843750
1.164733,151.132324,0.868531,261087.296875
1.197092,152.616470,-1.752607,274459.687500
1.195871,147.624680,-2.488445,271396.062500
1.235924,145.480087,-3.476492,286860.562500
1.160935,141.480087,4.145673,259121.718750
1.239065,141.969742,0.753435,288333.906250
1.145338,145.345612,-0.785652,256806.234375
1.248031,139.237335,3.208933,287438.843750
1.168734,132.640625,1.355280,260148.968750
1.266830,142.866104,-1.754967,290562.687500
1.156152,145.652222,2.563396,253214.562500
1.329709,121.376259,-8.105531,303684.812500
1.170384,152.386337,7.519249,252927.375000
1.335781,114.089890,46.105270,307096.468750
0.989284,179.635757,60.798988,207206.062500
1.323412,158.774139,32.708664,306959.031250
0.873330,215.329544,43.102581,185012.234375
1.219191,210.344254,0.420165,279978.750000
0.842595,203.003250,-6.865599,182983.703125
1.172377,212.036804,-36.407368,265004.500000
1.023393,164.473129,-38.101460,220983.140625
1.241022,181.762115,-20.376574,286045.062500
1.115886,117.714493,-27.311705,236928.187500
1.247752,126.671989,0.665913,290935.156250
1.099187,135.938904,3.871099,234096.968750
1.209220,154.735596,11.388850,278516.875000
1.118425,141.173965,11.656444,237411.234375
1.211766,152.463638,25.894405,280280.343750
1.136107,140.816437,16.174089,238985.296875
1.184164,155.984970,24.350794,279505.000000
1.111558,155.922348,12.159328,227405.265625
1.164388,166.261078,15.856117,278433.468750
1.087340,166.664017,24.727783,220718.218750
1.116375,165.636276,21.011410,265693.187500
1.117029,159.906021,25.713896,226928.125000
1.120584,160.421570,22.150845,270893.500000
1.127215,158.496689,19.180792,222467.312500
1.093811,161.045319,16.090929,267284.218750
1.104839,164.473907,17.161453,218725.718750
1.095530,164.646439,16.084106,265989.218750
1.087556,164.698074,16.087622,215591.375000
1.128670,168.330078,18.701883,271727.156250
1.087126,169.032486,4.937395,209051.625000
1.045581,169.734894,-8.827094,266016.375000
1.045581,169.734894,-8.827094,266016.375000
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.255720,164.366043,2.463410,290922.312500
1.143376,138.462585,-0.029645,248944.312500
1.231769,168.604614,-5.372755,286467.968750
1.160218,141.643143,-4.878361,255744.500000
1.241982,163.087616,-3.837114,287982.062500
1.174697,135.900970,-0.744840,258884.046875
1.259407,165.385300,1.058219,292280.718750
1.177470,140.400345,-1.395036,264306.312500
1.222655,166.469223,-1.285761,281713.187500
1.183081,136.836060,-8.026096,265916.156250
1.231857,161.357635,0.968309,285911.937500
1.168942,141.051392,1.055905,261362.531250
1.250369,156.178467,11.865941,290114.468750
1.141227,141.765472,0.110256,254177.187500
1.229946,152.859726,7.566713,281642.968750
1.157417,135.394897,3.071953,256071.312500
1.267789,142.953262,5.528199,290951.906250
1.158478,138.454132,-0.549870,253776.265625
1.334649,140.490112,-1.705281,307194.093750
1.142318,147.215363,12.914062,246026.000000
1.352811,123.669724,37.267864,316778.343750
1.007389,182.797989,32.654488,211966.812500
1.337781,170.811157,19.030407,311530.281250
0.929679,208.675446,11.455920,197697.453125
1.267885,206.431839,-5.279672,292021.812500
0.970939,196.742676,-13.617651,211549.109375
1.237006,210.933884,-38.460838,283669.156250
0.992305,177.177505,-39.497757,214282.187500
1.200503,191.874100,-36.326805,274241.906250
1.078837,149.218384,-50.206200,234039.671875
1.175347,168.197845,-19.961323,268399.250000
1.070163,149.466217,-15.507391,229173.515625
1.213056,170.333069,-10.076359,279639.187500
1.065567,147.200089,-18.905008,224937.859375
1.224774,160.880753,-7.297720,285454.812500
1.103247,147.392380,-8.031808,232802.218750
1.189157,166.004639,-1.240954,281848.593750
1.127685,153.567642,-6.711676,233023.234375
1.140050,163.519745,-2.346122,272271.000000
1.108117,159.174240,-7.097968,224673.281250
1.148209,162.240067,-11.594481,275319.187500
1.116614,161.175720,-8.499295,226609.000000
1.134455,162.573944,-11.312106,275881.062500
1.140151,161.195343,-7.900343,226825.218750
1.088136,160.979095,-6.597331,266236.562500
1.114323,167.187469,-6.774774,222305.343750
1.101730,163.924957,-5.925381,268162.687500
1.108002,168.005463,-5.196774,220366.828125
1.137511,165.857681,-5.086064,275731.875000
1.110574,167.847916,-10.760411,224692.000000
1.083636,169.838150,-16.434759,265412.031250
1.083636,169.838150,-16.434759,265412.031250
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.259079,171.120499,7.523711,291863.562500
1.164682,135.544678,-0.123122,254789.281250
1.236766,175.835052,-2.655128,287854.218750
1.165002,136.100342,-3.699595,256851.187500
1.237261,168.697861,-8.464082,286391.250000
1.173399,132.435242,-3.050462,258448.421875
1.267473,170.800125,-1.436019,295020.125000
1.184045,134.127975,0.490794,265975.093750
1.226985,171.855072,-1.235530,282413.000000
1.172048,129.719818,-0.990455,262370.281250
1.212334,171.990112,0.051404,279800.250000
1.148913,138.149048,3.766990,255690.734375
1.253066,165.852142,7.958782,290342.875000
1.156249,138.727020,2.936687,258005.140625
1.240908,160.252930,1.172564,284440.562500
1.155218,128.982376,-0.348587,254000.265625
1.265231,152.225555,-2.603670,290220.718750
1.171222,134.326035,8.705257,256650.781250
1.338592,146.666336,-0.331340,309140.031250
1.118902,144.281342,10.852338,239378.812500
1.363980,146.894302,24.629690,319121.750000
1.014230,170.704742,24.819395,215980.796875
1.350045,173.151138,19.047514,315683.812500
0.899795,192.799942,10.016033,189631.703125
1.229576,206.042404,-5.567888,283337.843750
0.909028,191.510162,-10.695146,197755.296875
1.225250,210.029327,3.087435,280293.656250
1.024255,163.396835,-8.293827,223090.062500
1.208027,196.012344,-17.483175,278545.281250
1.098274,146.623383,-8.389446,238883.890625
1.199971,173.852509,-1.568020,275360.281250
1.074453,146.818405,-14.879520,230587.640625
1.210839,171.467880,6.057460,281901.625000
1.086636,147.329269,-3.240915,232322.671875
1.202777,166.453171,11.943235,281675.812500
1.113292,145.300430,7.187074,234777.359375
1.208456,166.685104,7.146369,288861.406250
1.099230,160.069122,4.509789,227241.343750
1.162265,170.557648,13.982382,279304.437500
1.115952,165.351685,5.445795,231244.250000
1.148121,175.425140,10.573314,276600.875000
1.116760,168.596085,12.805573,229876.453125
1.133344,170.433441,8.402192,277709.156250
1.122518,170.486938,16.339420,224786.640625
1.107247,168.327332,12.477410,272695.625000
1.121043,171.930542,14.788119,226800.546875
1.117453,174.238922,9.549507,273736.250000
1.108505,174.069565,11.656750,222048.218750
1.127697,173.793640,12.300770,273852.312500
1.108065,177.008575,9.040895,220556.015625
1.088433,180.223511,5.781019,266768.125000
1.088433,180.223511,5.781019,266768.125000
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.239265,174.592575,4.515461,285749.750000
1.206331,136.779480,1.228315,266747.812500
1.225049,172.772797,-3.399320,283209.281250
1.162044,129.191391,-3.651882,255929.265625
1.225140,168.731018,-6.191282,281737.406250
1.158235,135.466919,-4.187722,254860.578125
1.235559,168.225723,-1.496348,285079.656250
1.162362,132.420807,-1.414583,259110.578125
1.217404,174.011780,3.678402,279464.156250
1.171835,130.791656,0.663704,262238.500000
1.193514,168.738724,5.481298,274021.437500
1.140555,137.129745,-1.971561,253165.562500
1.246173,165.683212,4.566571,287727.718750
1.148630,135.778503,-4.782534,254448.859375
1.244588,159.173325,3.589018,285942.156250
1.158643,130.674911,-1.305098,254648.468750
1.268192,160.409607,-1.097311,292021.843750
1.147000,131.069839,3.699690,249197.000000
1.350826,152.927277,4.344109,313554.906250
1.116804,143.330231,9.771453,239428.656250
1.352530,151.108841,12.658398,317773.875000
1.019286,177.320816,14.174234,217955.906250
1.381296,168.226288,15.554045,323108.187500
0.991199,191.891342,0.464945,214275.375000
1.297625,197.508774,-9.194925,302113.312500
0.968192,191.233841,-20.756554,210400.656250
1.186859,209.231018,-26.813971,270813.812500
1.065262,166.837418,-25.773327,235293.203125
1.217760,189.435440,-24.942419,280179.656250
1.025494,153.290482,-32.149845,219897.375000
1.195635,177.716629,-22.865740,273788.593750
1.024778,148.897522,-26.355219,217439.187500
1.176300,171.024338,-18.828173,270816.031250
1.058392,145.172791,-18.852213,223835.750000
1.162620,169.759048,-10.160417,268863.750000
1.076915,148.080307,-22.410538,225849.250000
1.157341,166.913223,-8.541613,272548.281250
1.050211,151.422684,-14.973614,212733.312500
1.115007,160.040237,-14.612005,263811.937500
1.070678,148.547729,-14.255786,215792.640625
1.102444,162.467316,-14.313039,260743.031250
1.071859,156.209427,-17.822182,215531.296875
1.076736,165.326202,-15.205227,259372.171875
1.068888,166.702972,-9.563452,210326.609375
1.065464,165.775650,-9.820055,258748.343750
1.071875,167.080475,-5.740330,214299.656250
1.090152,166.607849,-10.055291,263233.156250
1.084954,172.221542,-7.381988,213651.953125
1.078210,166.928238,-2.845257,260479.984375
1.102990,166.616241,-6.696887,222768.296875
1.127769,166.304245,-10.548517,266234.656250
1.127769,166.304245,-10.548517,266234.656250
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.236161,175.204468,2.592969,284863.968750
1.211226,134.502731,-0.459910,267748.937500
1.224816,172.795685,-0.328360,283013.000000
1.171751,129.690125,-0.710071,259006.375000
1.225498,168.291992,-1.127252,281742.718750
1.155367,134.164612,-0.331712,253739.093750
1.231742,169.373459,-2.950188,284144.000000
1.150010,132.776688,2.336917,255598.250000
1.200202,174.596802,-0.221669,274190.625000
1.162735,128.968262,3.556055,259023.046875
1.197324,167.832733,-0.812110,275328.437500
1.152594,136.161591,2.737507,256685.500000
1.243226,164.852676,-2.450187,286659.031250
1.138523,137.892181,1.793137,251606.562500
1.241255,161.346115,0.068024,285070.593750
1.165139,127.838120,3.412968,256263.718750
1.275006,158.467590,-4.232246,293606.468750
1.135941,132.672256,0.709101,246112.671875
1.351644,158.716782,-0.770334,314136.406250
1.124418,144.507935,5.335100,242349.984375
1.363196,153.194138,3.664269,320248.000000
1.017676,179.134888,3.506032,217649.250000
1.372133,169.882004,4.848206,321323.781250
0.999438,190.741669,8.307873,216558.906250
1.287534,195.730179,2.482595,298791.750000
0.973201,193.644684,7.529099,212223.171875
1.230934,211.579987,6.616635,283823.156250
1.028799,169.734436,0.773296,225331.390625
1.199944,195.612732,15.997613,274885.343750
1.064853,151.741455,11.828488,230366.093750
1.169864,180.310837,10.998082,267382.312500
1.052055,149.611450,18.494894,224770.828125
1.186564,172.850845,7.698687,273392.718750
1.048210,151.428528,16.373028,221065.437500
1.210646,169.866623,13.443441,283392.812500
1.078643,150.762238,8.623237,226136.453125
1.142746,170.454742,15.891657,269900.750000
1.092115,153.623535,13.355992,224835.437500
1.130780,165.132721,9.195381,269098.750000
1.070437,155.634171,14.115541,217034.953125
1.134513,167.113373,12.410762,270286.093750
1.081761,160.119217,10.420205,218755.812500
1.078071,170.175842,11.953187,260962.125000
1.081372,170.934845,13.687203,214026.453125
1.080418,167.900208,11.771392,262985.593750
1.077260,167.043655,10.551199,216365.656250
1.105792,169.626312,8.407148,268331.750000
1.091998,174.892044,7.025499,217168.859375
1.079272,171.114090,5.125434,262584.500000
1.097622,170.164658,7.536193,220523.171875
1.115972,169.215225,9.946952,266885.906250
1.115972,169.215225,9.946952,266885.906250
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.236185,175.203552,-2.602544,284870.531250
1.211231,134.505661,0.459350,267750.968750
1.224818,172.794113,0.323758,283013.781250
1.171773,129.696655,0.716356,259013.515625
1.225498,168.290161,1.127219,281742.656250
1.155384,134.166672,0.333101,253743.921875
1.231752,169.367203,2.945537,284146.250000
1.150024,132.776566,-2.343649,255601.843750
1.200204,174.592300,0.218256,274190.093750
1.162728,128.969437,-3.562249,259022.656250
1.197308,167.836258,0.810741,275323.843750
1.152599,136.163834,-2.732330,256686.656250
1.243219,164.850876,2.449690,286656.562500
1.138522,137.893387,-1.789539,251606.171875
1.241231,161.348724,-0.063111,285063.125000
1.165132,127.841362,-3.397707,256262.156250
1.275026,158.464340,4.239324,293611.187500
1.135986,132.676697,-0.709422,246126.531250
1.351631,158.713486,0.769669,314131.906250
1.124386,144.514191,-5.334653,242340.750000
1.363202,153.193176,-3.660482,320250.187500
1.017664,179.127991,-3.509855,217645.750000
1.372136,169.884109,-4.864254,321324.687500
0.999407,190.731262,-8.317512,216548.156250
1.287595,195.728714,-2.487859,298808.750000
0.973259,193.639557,-7.543738,212238.468750
1.230953,211.578430,-6.634851,283829.531250
1.028754,169.739487,-0.778007,225319.890625
1.199869,195.616150,-15.980425,274865.218750
1.064904,151.743454,-11.800307,230380.671875
1.169816,180.317200,-10.991886,267368.906250
1.052068,149.614990,-18.459078,224774.906250
1.186601,172.852585,-7.687284,273403.531250
1.048218,151.429245,-16.346682,221068.062500
1.210692,169.870758,-13.429655,283407.968750
1.078657,150.764648,-8.600560,226140.546875
1.142788,170.460449,-15.862609,269915.218750
1.092157,153.627426,-13.340325,224846.656250
1.130775,165.135284,-9.186452,269098.656250
1.070486,155.640259,-14.100230,217048.328125
1.134533,167.115570,-12.411801,270292.687500
1.081785,160.123032,-10.418908,218761.859375
1.078082,170.172455,-11.948583,260966.484375
1.081399,170.934753,-13.692793,214031.703125
1.080420,167.896881,-11.770693,262988.031250
1.077284,167.045639,-10.560955,216369.140625
1.105796,169.625885,-8.407487,268333.281250
1.092015,174.890533,-7.037815,217172.390625
1.079294,171.115540,-5.134483,262590.343750
1.097609,170.168533,-7.546641,220523.500000
1.115923,169.221527,-9.958799,266885.906250
1.115923,169.221527,-9.958799,266885.906250
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.239275,174.586609,-4.507648,285751.625000
1.206325,136.782547,-1.229802,266746.625000
1.225058,172.771652,3.408640,283212.031250
1.162055,129.192215,3.653849,255932.937500
1.225123,168.718445,6.200974,281732.031250
1.158250,135.465912,4.189702,254864.359375
1.235570,168.219177,1.499453,285082.718750
1.162378,132.426376,1.418695,259115.968750
1.217419,174.009949,-3.667554,279468.625000
1.171831,130.792831,-0.655010,262236.781250
1.193498,168.735718,-5.474694,274016.562500
1.140569,137.129456,1.976796,253168.984375
1.246170,165.682144,-4.565146,287725.593750
1.148644,135.777557,4.787978,254452.328125
1.244560,159.178345,-3.589784,285932.875000
1.158650,130.670227,1.303444,254648.656250
1.268195,160.404755,1.093054,292022.281250
1.147065,131.067841,-3.699070,249216.015625
1.350820,152.929535,-4.341536,313554.312500
1.116778,143.328842,-9.777324,239420.718750
1.352560,151.104996,-12.675095,317783.968750
1.019281,177.312119,-14.187357,217952.328125
1.381311,168.226196,-15.556007,323112.875000
0.991143,191.894608,-0.478517,214260.343750
1.297641,197.511154,9.182206,302118.812500
0.968165,191.238388,20.774406,210393.812500
1.186868,209.243240,26.834772,270816.968750
1.065244,166.845596,25.797363,235289.109375
1.217709,189.445450,24.920380,280164.093750
1.025514,153.290192,32.151455,219905.046875
1.195623,177.713547,22.861750,273786.281250
1.024761,148.888794,26.324923,217434.578125
1.176311,171.025024,18.809509,270819.656250
1.058381,145.170990,18.827944,223832.812500
1.162680,169.764648,10.143096,268882.718750
1.076907,148.085098,22.393044,225848.296875
1.157395,166.917007,8.528409,272565.593750
1.050315,151.418671,14.963387,212760.968750
1.115009,160.042389,14.601059,263814.093750
1.070735,148.545715,14.237068,215807.890625
1.102487,162.465408,14.313525,260755.656250
1.071874,156.213791,17.811094,215536.609375
1.076769,165.327225,15.206467,259382.593750
1.068922,166.702652,9.562183,210337.031250
1.065469,165.775452,9.820125,258751.062500
1.071888,167.080765,5.741389,214305.437500
1.090165,166.606918,10.055408,263236.468750
1.084959,172.218582,7.384481,213655.750000
1.078243,166.929550,2.846535,260488.937500
1.102983,166.617920,6.704284,222768.203125
1.127723,166.306290,10.562033,266234.468750
1.127723,166.306290,10.562033,266234.468750
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.259074,171.102356,-7.516306,291860.156250
1.164664,135.549393,0.124982,254784.718750
1.236756,175.824615,2.661470,287851.250000
1.164995,136.103012,3.700111,256850.203125
1.237245,168.683060,8.473261,286385.500000
1.173386,132.432800,3.050753,258443.265625
1.267449,170.783173,1.443771,295013.187500
1.184037,134.136505,-0.487074,265972.843750
1.226983,171.844940,1.250330,282411.437500
1.172051,129.725174,0.993862,262372.312500
1.212321,171.982056,-0.042219,279795.968750
1.148917,138.146545,-3.767180,255690.765625
1.253040,165.843903,-7.956781,290335.062500
1.156248,138.722763,-2.930561,258003.828125
1.240915,160.251648,-1.175601,284440.718750
1.155248,128.979050,0.348529,254009.859375
1.265228,152.229324,2.597382,290217.593750
1.171223,134.327667,-8.703124,256649.062500
1.338590,146.664703,0.338221,309139.218750
1.118944,144.284760,-10.857704,239389.937500
1.363985,146.883438,-24.645325,319123.093750
1.014187,170.711075,-24.829819,215970.578125
1.350042,173.153122,-19.053320,315679.250000
0.899815,192.787689,-10.027105,189636.531250
1.229525,206.045517,5.565002,283323.968750
0.908995,191.513290,10.698882,197747.796875
1.225282,210.037155,-3.093474,280303.593750
1.024344,163.397675,8.323213,223114.875000
1.208092,196.024643,17.464668,278564.343750
1.098220,146.608734,8.381664,238866.609375
1.200022,173.842102,1.574093,275376.718750
1.074433,146.803040,14.862931,230583.453125
1.210786,171.467957,-6.075005,281886.593750
1.086648,147.320053,3.207774,232323.703125
1.202747,166.449646,-11.951025,281666.687500
1.113284,145.295502,-7.191077,234775.281250
1.208391,166.682892,-7.158973,288845.406250
1.099203,160.062393,-4.513752,227235.312500
1.162241,170.556824,-13.988291,279297.937500
1.115889,165.349976,-5.476306,231226.031250
1.148085,175.420532,-10.581598,276588.875000
1.116720,168.581573,-12.818351,229865.468750
1.133273,170.422668,-8.405529,277689.500000
1.122476,170.472473,-16.339037,224775.531250
1.107206,168.319595,-12.474065,272685.437500
1.121003,171.923523,-14.790174,226788.515625
1.117437,174.233765,-9.547459,273730.406250
1.108485,174.060425,-11.654028,222044.187500
1.127678,173.789551,-12.298176,273846.968750
1.108056,177.005615,-9.034546,220550.546875
1.088434,180.221680,-5.770916,266767.687500
1.088434,180.221680,-5.770916,266767.687500
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.255717,164.350189,-2.467337,290918.812500
1.143360,138.467285,0.026419,248940.343750
1.231769,168.591583,5.366056,286466.437500
1.160233,141.648361,4.868807,255750.375000
1.241964,163.066330,3.827375,287975.093750
1.174683,135.900360,0.734104,258878.531250
1.259375,165.370621,-1.066221,292271.093750
1.177438,140.409180,1.392729,264297.500000
1.222635,166.451004,1.285497,281705.593750
1.183089,136.844757,8.022412,265919.312500
1.231847,161.338333,-0.970555,285907.875000
1.168950,141.054596,-1.055616,261364.562500
1.250363,156.172501,-11.868081,290111.468750
1.141245,141.761841,-0.103849,254179.828125
1.229957,152.862061,-7.563247,281645.531250
1.157447,135.383514,-3.061908,256079.156250
1.267784,142.955536,-5.529187,290948.656250
1.158482,138.461456,0.562240,253777.343750
1.334640,140.476654,1.694102,307193.406250
1.142361,147.213531,-12.912412,246037.328125
1.352810,123.651649,-37.273170,316780.687500
1.007360,182.812927,-32.660801,211958.468750
1.337813,170.818008,-19.019669,311533.968750
0.929681,208.679886,-11.462098,197701.062500
1.267854,206.435135,5.277558,292015.406250
0.970904,196.754028,13.612634,211538.656250
1.236979,210.952316,38.444580,283661.750000
0.992279,177.175827,39.489872,214273.562500
1.200596,191.877792,36.357922,274269.375000
1.078830,149.218475,50.220654,234039.046875
1.175386,168.195282,19.956741,268406.437500
1.070183,149.457260,15.538786,229174.625000
1.213051,170.336746,10.086049,279636.218750
1.065565,147.198196,18.924034,224936.734375
1.224690,160.886002,7.318832,285428.968750
1.103236,147.380554,8.048111,232796.781250
1.189120,165.999985,1.255288,281832.156250
1.127640,153.556488,6.716312,233006.453125
1.140018,163.509308,2.352085,272259.625000
1.108062,159.160034,7.103959,224657.203125
1.148137,162.238129,11.591535,275296.187500
1.116572,161.169449,8.507401,226596.546875
1.134422,162.568726,11.314068,275866.343750
1.140118,161.183792,7.897378,226812.468750
1.088094,160.968048,6.597484,266222.312500
1.114291,167.176224,6.771834,222295.234375
1.101708,163.921310,5.923520,268153.812500
1.107967,167.995117,5.195097,220360.593750
1.137496,165.849274,5.081831,275725.000000
1.110548,167.839050,10.757801,224680.250000
1.083599,169.828827,16.433771,265410.968750
1.083599,169.828827,16.433771,265410.968750
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
1.227480,146.437592,-4.427459,281881.437500
1.128235,144.536667,0.971277,244924.593750
1.218034,159.696304,1.445561,283292.406250
1.153113,147.592621,3.751592,253037.000000
1.216228,145.863266,3.493973,280453.750000
1.177974,142.585403,-3.299343,259126.625000
1.235554,154.874298,1.216973,285328.625000
1.164722,151.146423,-0.876705,261084.281250
1.197101,152.601669,1.746837,274462.093750
1.195882,147.641449,2.484298,271401.937500
1.235923,145.463013,3.474375,286860.343750
1.160941,141.493027,-4.149034,259124.359375
1.239056,141.955078,-0.747789,288332.656250
1.145357,145.362854,0.790566,256811.687500
1.247999,139.221603,-3.207720,287430.125000
1.168709,132.632919,-1.335476,260142.218750
1.266815,142.858444,1.751091,290557.156250
1.156178,145.648026,-2.552521,253219.093750
1.329732,121.378349,8.097310,303690.500000
1.170386,152.405548,-7.522200,252926.500000
1.335787,114.107925,-46.112022,307095.031250
0.989256,179.647583,-60.803196,207205.406250
1.323443,158.760696,-32.717136,306966.093750
0.873319,215.325867,-43.098843,185009.640625
1.219187,210.327011,-0.406391,279982.000000
0.842587,203.003784,6.836524,182979.375000
1.172329,212.026428,36.404972,264985.312500
1.023343,164.495514,38.093014,220970.156250
1.240958,181.765732,20.358255,286026.750000
1.115954,117.689262,27.321157,236942.187500
1.247701,126.679451,-0.648340,290920.843750
1.099215,135.933029,-3.844397,234101.125000
1.209283,154.742950,-11.389393,278534.250000
1.118419,141.169846,-11.655702,237408.390625
1.211810,152.468094,-25.886576,280295.187500
1.136143,140.809662,-16.157738,238993.828125
1.184232,156.000046,-24.326529,279525.250000
1.111620,155.933685,-12.153438,227424.234375
1.164420,166.274979,-15.863928,278445.250000
1.087411,166.660446,-24.734159,220736.062500
1.116420,165.631302,-21.021019,265708.156250
1.117079,159.900558,-25.709074,226937.781250
1.120642,160.421448,-22.147755,270910.718750
1.127273,158.500717,-19.174614,222480.703125
1.093839,161.049057,-16.092489,267295.156250
1.104886,164.475739,-17.159521,218736.546875
1.095577,164.648300,-16.085938,266003.187500
1.087596,164.696030,-16.089863,215604.312500
1.128697,168.328064,-18.701355,271735.812500
1.087136,169.032181,-4.933880,209051.062500
1.045574,169.736298,8.833594,266015.750000
1.045574,169.736298,8.833594,266015.750000
1.176600,142.988724,0.000000,261997.531250
1.176600,142.988724,0.000000,261997.531250
